chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.3039698,0.09469686,0.14278811,0.009196652,1410.0234234402606,205639.17026442627,1512.304654662329,145026.06085237235,2765.967419971723,1427723.4149127428,0.06295882576856149,0.0004415341143935523,-0.00010893137,0.021771146,8.626511e-05,0.003973068,[161.49902344],-173.81046,8143.062,137.17355,1082.654,-23.72303,1028.9458,26.979677,495.4183,-16.67521,289.7898,4.1947308,160.0762,-12.571788,150.51718,5.851669,82.444984,-2.8769505,108.58822,-1.178381,65.64737,-1.9682401,55.532143,1.8011796,57.92027,-3.0069504,93.64786,-1.8669492,40.125145,-0.79124343,49.73641,-3.0062356,62.993618,-0.43072948,57.057262,-1.9965144,55.609653,-0.750104,47.180058,-5.0069656,46.47605,blues
0.36588737,0.10200271,0.06570574,0.002499327,1352.7427097237662,511953.35525144235,1756.8820971332527,220316.58302419295,2880.9110920279873,2932944.116679484,0.043930584759280744,0.0018957123722602104,4.616911e-06,0.005014703,-1.1477748e-05,0.0006338635,[161.49902344],-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49417,1.0916538,441.21622,14.703699,235.38486,-4.8811417,149.53207,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.875816,93.77719,-3.1767612,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465132,55.49734,-2.9903204,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.839186,37.05892,-4.891355,28.130308,blues
0.26933804,0.093901195,0.118989594,0.004055326,1360.6856016703396,257080.63352218433,1567.2994690310572,44995.60377714697,2738.8302548578886,953044.8055650127,0.06909500676720805,0.002380562343826463,-4.300956e-06,0.012532268,-5.9361228e-05,0.0026331192,[184.5703125],-207.2383,4575.776,132.82741,666.0227,-15.45408,935.2313,60.980972,330.53262,0.719026,313.94824,12.4613285,101.10465,1.1633853,107.93309,-1.5329195,111.63531,-17.89585,96.37597,8.360363,94.8114,-2.459651,139.65952,-0.5846392,92.744286,0.37226427,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.53031,69.25321,-9.2374735,63.564034,-2.8471038,68.84711,-1.4193834,112.57433,-5.9333534,91.46056,blues
0.26491037,0.091197476,0.113129914,0.00419274,1324.5278252945684,171556.88399977336,1827.8501316965392,78336.96976953464,2711.4849187935033,1076354.55766458,0.0514017032820959,0.001255387820866968,-5.6321674e-06,0.012679605,-6.0357346e-05,0.001605808,[107.66601562],-209.80392,1968.6523,124.46475,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159419,69.43245,6.726218,76.019615,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.6517,-2.1957276,59.19819,-3.0491858,52.31441,8.643512,71.75554,-0.30701312,68.603455,-0.6329177,88.57952,-2.933559,97.39021,-1.7062991,104.24756,-1.7673149,88.82407,-7.755139,113.8358,blues
0.32889304,0.10805751,0.066998236,0.0027116744,1171.967431930455,147268.45652150066,1705.3701299892873,96499.73883417263,2344.9874700913574,877107.628571067,0.045036675850734724,0.001559970831725131,-0.00011242833,0.004727468,-0.00020128215,0.0011998455,[151.99908088],-305.66437,8192.633,113.07102,682.14856,12.107334,1462.7548,45.052197,224.56734,17.734385,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631156,166.8956,-7.021587,97.58989,13.646477,76.79964,8.91421,90.029564,1.3037988,62.693886,5.9549785,64.317696,8.547473,76.00693,1.1196221,137.01825,0.5982413,67.728806,0.060842752,96.59573,-3.7137508,65.659485,-0.99353427,89.37376,-1.8043832,113.50517,blues
0.26973152,0.09497305,0.0806058,0.0028306316,1420.438571434397,199934.3827322705,1731.176852967896,81312.15274014552,2930.239280470563,699900.4201592532,0.06370125495456304,0.0019409896600481654,-1.2730359e-05,0.004725013,-9.065946e-05,0.0023355314,[103.359375],-238.51962,4379.6255,120.10219,728.1788,-4.2219477,978.79614,42.29459,383.1859,5.923822,298.72183,13.911398,117.38614,5.350524,119.63876,1.8952672,143.87921,-16.928087,89.81885,12.343145,76.23276,3.9388995,81.61115,-1.396683,60.90996,0.013027678,60.566597,3.585257,89.513954,-4.500639,101.89453,-5.5398455,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439975,78.28548,-1.8783106,131.15253,blues
0.30818358,0.10034819,0.081422575,0.0026397062,1455.0726339659166,152296.7900687845,1826.0433384175,116760.58268749816,3010.010388721723,1010269.4971195218,0.06134406117072699,0.0014187982635001817,-2.5168325e-05,0.004506648,-0.0001069536,0.0024170903,[198.76802885],-233.77281,4958.6343,120.66434,561.7591,-3.1640923,1207.2642,39.514828,396.82443,3.8315244,284.47858,18.828156,156.32349,-3.6787386,100.44713,4.4254684,111.51865,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56196,2.5500886,66.5328,-1.2302392,65.06261,8.437056,64.941956,-0.20024765,59.23103,-3.8908296,78.076744,-4.4561353,82.96056,0.011000631,86.014114,1.2948041,83.56266,-2.0984619,100.81558,blues
0.30222702,0.0934117,0.09327623,0.0021507663,1089.0053435041514,231672.8914171367,1411.0016368511904,69763.9270021539,2135.41761075261,1081577.235108431,0.048326248912412995,0.0008451654661521953,-1.1602948e-05,0.0067799124,-7.695273e-05,0.0015226185,[172.265625],-245.68721,5196.257,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.82425,3.563824,118.55097,0.52286255,93.30116,-16.378489,129.11522,6.6293535,105.23015,7.2584243,96.817184,-4.021235,71.328354,1.6011252,72.963554,5.8965745,78.65543,-3.0172145,56.011353,-4.7756925,58.363327,-3.0362883,65.715126,-1.9979147,64.9101,-0.0495717,62.9335,-3.9618294,64.81745,blues
0.27006894,0.09770418,0.07967066,0.0029557562,1537.4913865266892,193154.17274008313,2053.965411394372,145508.38957379918,3495.331815998405,1828303.2046714216,0.056141769987432324,0.0017222051542408522,-3.908896e-05,0.006928042,-0.00019731458,0.0010559137,[83.35433468],-252.48178,2874.1829,104.94516,604.05975,15.296443,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111783,73.47131,5.681745,100.52636,-16.636873,125.60383,12.16935,123.66207,-1.9619533,52.164986,1.9602652,64.75909,-0.89822775,48.76035,7.7623606,71.51196,2.3758621,102.00458,1.7791142,93.04837,1.3305403,132.01836,3.6150515,182.26515,4.9065995,151.66873,-2.6610513,96.47257,blues
0.2574455,0.096038796,0.09761591,0.0025772466,1195.4981309471507,249540.78288138908,1481.0226384301282,46878.3118118101,2235.6144526718385,1207900.6401911664,0.05888603900812065,0.001798326376787047,-2.6448697e-05,0.0065973527,-0.00016505919,0.0025794532,[123.046875],-236.67947,5576.6396,138.4056,536.2844,-4.9304795,1166.9213,47.6545,311.2415,5.1578503,466.2876,8.887806,91.67842,0.48740575,98.060455,-3.788342,159.00235,-14.984866,77.34832,10.428946,104.50035,-0.34138417,134.52066,0.7833588,80.4702,1.7809838,77.91053,4.22956,73.61765,-0.4747692,63.29976,-6.104543,80.72324,-5.394643,95.50786,-1.344999,92.612816,-3.725463,72.52176,-4.37371,66.93199,blues
0.3026832,0.09436195,0.07542555,0.002492628,1390.3828142454292,103083.25083197607,1911.218377821177,88690.56843978395,3006.1467358794953,945931.9719751858,0.05258634232405259,0.000616229079623275,-5.4715565e-06,0.0045763054,-9.0178626e-05,0.001482888,[135.99917763],-230.36378,2989.1602,127.07773,397.76837,7.114696,600.3924,39.767056,176.0069,1.9217218,116.42421,17.410606,100.17703,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15174,13.844725,72.71004,-3.7571108,71.56752,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125065,-6.1670146,60.68846,-6.2006335,49.88816,-4.5018964,52.918427,-1.8255954,73.46965,-0.51590997,94.82006,1.5071843,73.84815,blues
0.32131013,0.10331619,0.1010843,0.0032309708,1046.7751266104485,291445.5027224992,1481.0558466484933,70296.72485814257,1831.2215641313805,1348269.1287348608,0.047907452387857694,0.0023313094290948392,-8.446353e-06,0.00832287,-7.409577e-05,0.0022113533,[99.38401442],-264.67126,6340.7188,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.1461,20.586437,130.0128,3.2061763,119.96546,1.2635794,104.41091,-15.839374,95.3959,15.975112,85.30514,3.358218,79.1454,-1.506641,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.995984,82.13329,-2.4147837,89.51523,-3.6791573,93.944786,0.49927172,119.20296,5.04406,117.73886,-0.7863168,148.49113,blues
0.3066106,0.09801272,0.113379315,0.00368752,1155.8692567088647,314152.74394254806,1497.9367164622345,59092.07010508319,2169.63258818518,1331329.4290102238,0.05856995903422274,0.0028679686061733804,-1.2108366e-05,0.009843931,-5.5320517e-05,0.0031951983,[95.703125],-233.96312,6504.246,136.14453,959.72815,3.306636,1162.9741,48.930626,383.96628,8.705184,304.61374,13.989511,165.4091,5.3627157,105.51817,0.4101891,128.1393,-13.483557,151.98457,16.860369,82.7323,5.134752,114.36248,-2.2307274,77.221436,3.9538214,66.0046,5.3132124,83.29675,0.807943,101.00323,-1.10039,80.28279,-4.5396314,78.61717,-2.4259493,100.40608,3.3244362,119.31935,-0.6058455,143.40132,blues
0.28080702,0.09117235,0.1019351,0.003558167,1210.1413910383174,131835.5423929671,1497.6767028673225,51645.13871693966,2521.9827390878772,610051.874210673,0.052467009860788866,0.0010877847348502296,-2.3218203e-05,0.008701689,-0.00011488635,0.0020992793,[184.5703125],-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1947,63.57536,210.98936,5.6017485,152.54596,11.988769,93.58656,1.8891488,102.56179,-1.8709356,87.26914,-7.618035,97.516396,-2.4516425,97.633514,-2.8980217,104.15347,-9.433825,87.92734,-10.939208,115.719406,3.5636466,68.92533,4.152738,77.30342,0.094712086,45.212196,-2.9802275,66.850204,-1.3866447,82.508995,7.5348935,93.42404,-3.043785,74.07117,blues
0.26306966,0.09996888,0.08692267,0.0025121507,1120.166568707164,176332.3094101252,1448.1227679043818,53858.88089347125,2324.212009226363,1139225.1880237283,0.04727604770881671,0.0010789939313289771,-1.0099592e-05,0.0065561463,-0.000102504055,0.0017136884,[103.359375],-274.37683,5920.2183,130.40738,500.41647,-6.3574686,1342.9836,70.38822,311.49762,13.269663,230.38287,9.47218,155.52798,7.7330894,121.50666,-1.2365493,150.25732,-0.57098794,94.17128,-2.2971628,68.86658,3.7794154,76.74092,0.08548222,73.5165,-0.936857,126.63781,2.2968419,63.148647,4.2896338,69.60199,-1.6617897,47.883125,-10.439051,49.10369,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50596,blues
0.29094827,0.09106455,0.0891659,0.0031143294,1109.3207630441668,138690.14617017072,1463.1107858840894,37662.210096830866,2243.3167778422276,838253.6529387314,0.051697390999613305,0.0013392659740276058,-6.4228025e-06,0.006753652,-2.7094843e-06,0.0017114019,[92.28515625],-249.31532,3977.6575,131.0003,338.24557,0.6778695,1578.9686,66.704155,298.3847,17.911272,183.51115,4.623277,173.19875,6.603809,96.41475,1.2421156,98.26317,1.4099407,75.738655,-1.5849273,91.75964,-0.9725388,101.251884,-3.5726156,85.11508,-2.929799,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.19306459,100.62007,-2.8259156,87.33297,-2.6829553,77.28338,0.7411385,76.024796,-0.5292368,67.64772,blues
0.27857408,0.09503724,0.07705383,0.005932036,1198.8570176825058,161946.55559916786,1573.3099533109162,84086.3673391817,2478.8330644576567,992995.9729777103,0.05197268646075019,0.001486869460338792,-3.4151562e-05,0.008433905,-6.513465e-05,0.0019195941,[83.35433468],-284.64056,6202.548,108.80131,675.54285,9.085319,1444.9447,51.198063,296.57825,18.071892,210.83527,7.6021547,181.8869,8.755716,122.01363,2.3540907,103.12947,0.0033670824,93.4578,2.2484956,106.08586,4.1991253,84.317444,-3.2830641,97.75062,1.6176826,68.57549,2.6794715,74.232735,3.3437948,91.85233,3.2793777,115.848816,-4.5331836,137.81163,0.48806837,105.864876,5.9214964,140.58414,3.2215705,169.69243,blues
0.28868246,0.094142154,0.09575479,0.0021936449,1392.0263572927067,200436.55212147866,1494.8775639502574,43463.63186192001,2811.740048578886,541255.423663085,0.07241441294470224,0.002545686800946762,-1.5609423e-05,0.0077454266,-9.1091264e-05,0.001526151,[92.28515625],-228.20984,2813.7803,130.32317,689.4209,-23.311424,927.2701,70.20094,397.6454,1.1310548,181.74109,7.584427,154.08311,0.9005108,100.34201,1.9828155,88.28392,-6.1644154,61.85798,-9.382748,86.06395,-2.56378,107.833115,-4.5257525,58.99545,-0.2604644,67.79429,0.17552163,57.04276,-1.522912,79.448074,1.4664071,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.2368064,119.66019,0.9886392,132.0011,blues
0.27611077,0.09884968,0.099547915,0.0041034897,1115.5894796268226,105511.55064570608,1398.7226588974142,52841.206055790535,2290.6881593496228,637990.4068159218,0.04801998743232792,0.0008165978609675527,-2.1830474e-06,0.008178832,-3.0100615e-05,0.0026274768,[103.359375],-248.98882,4960.168,139.05774,397.9725,-16.27087,1165.7607,57.13715,329.1937,20.188507,158.22343,10.186957,133.22313,4.5429106,126.33146,0.3310719,118.26378,-7.8745785,69.82374,-3.4545712,68.51031,-2.6574361,79.47989,-2.8329575,66.65289,-0.9046587,95.40803,-2.4093251,55.038513,2.5699363,62.241905,-5.852057,46.437405,-12.404832,55.870274,-7.3133807,37.512794,-0.93787175,48.65181,-2.6867251,86.66318,blues
0.2805203,0.105663024,0.124684155,0.004813125,1648.8848322083284,712191.5514923943,2190.0464211359326,185210.7117019349,3760.300128697796,4159729.928493348,0.05289486961040216,0.0032474412544681052,8.1515395e-07,0.016771033,4.5463303e-06,0.0013200147,[129.19921875],-233.72897,3685.9973,101.19028,885.1662,17.647951,375.19742,23.734175,219.077,2.082544,227.48592,25.9364,135.567,-16.956388,339.19635,15.084955,113.5507,-22.273956,98.33264,4.381612,122.683044,-23.201658,167.37349,-6.05058,81.708855,-5.0679283,80.8433,1.0592709,99.96531,-5.7868657,88.853806,-8.313065,84.22728,-11.38215,98.36215,-6.7243814,96.60228,-10.0169525,73.97155,-14.028803,77.853615,blues
0.26335758,0.09444161,0.17000204,0.003192832,1379.0236797531356,550970.5452845568,2003.7311331314502,269583.572416431,3015.6143507105567,4573708.286561982,0.039366118039443156,0.0009455695718301325,-1.2276197e-06,0.027218929,5.5102605e-06,0.0015384594,[151.99908088],-206.93233,2025.0728,117.80414,763.5176,23.241365,281.1403,28.308992,261.2949,-1.126013,194.8025,18.867393,160.91714,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.1395235,103.07033,-17.782476,73.11466,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99084,-8.629656,115.688644,-15.530965,85.75174,-15.322778,78.077255,-9.662423,97.19147,-10.0919695,55.309414,-17.832165,90.98461,blues
0.2537176,0.09932377,0.15147567,0.0031959515,1330.6062681557469,352248.0685721231,1973.2623612410227,234481.19141217507,2898.630603338892,3709897.5074145617,0.04294722484048724,0.0010961764349717974,3.4333019e-07,0.02325026,9.560356e-07,0.0008500971,[151.99908088],-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44043,30.922962,180.49846,3.2964358,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121833,114.50333,-26.332514,109.00269,-4.367301,102.22711,-26.395552,128.8599,-13.047178,107.4727,-12.667627,146.42516,-1.8228295,95.050285,-7.255052,110.84827,-6.657476,108.96002,-14.686026,103.15434,-11.712329,115.847015,-11.020866,118.50701,-13.38948,98.5409,blues
0.2761858,0.09738754,0.10122466,0.003938625,1309.7746510229813,756135.7535826595,1883.25814994079,284221.81738429616,2765.2346582257833,4686832.922203278,0.03938839846771075,0.003158095633297049,-9.827596e-08,0.012858706,2.7257463e-06,0.00044528875,[143.5546875],-288.7327,5319.036,105.90115,829.6179,18.776207,433.78073,23.682646,342.53232,5.6820407,381.52658,25.54894,164.24428,-13.463247,228.21718,12.437668,125.63249,-11.963671,196.29906,1.5746146,132.29855,-15.640524,126.26147,-6.632071,81.745636,-11.693039,102.44064,-2.926763,105.24514,-7.375716,82.07757,-15.69388,54.50831,-10.976883,61.209698,-10.892728,44.982956,-18.505384,55.872993,-19.104548,75.34568,blues
0.26077786,0.09484193,0.13316597,0.0022518064,1430.6028402421161,700821.2383049505,2075.7185500837736,275165.245573354,3246.1678418648494,5567256.17164315,0.04197368341550657,0.001439137164341991,-2.112945e-06,0.016949391,-1.9929992e-06,0.000996939,[151.99908088],-238.96988,3230.6921,108.68233,821.18097,34.158817,279.21472,30.20716,302.70737,-0.49822158,237.4868,27.279755,140.72952,-21.37793,286.72372,14.166391,139.31052,-24.509224,117.44081,-1.8904003,179.17099,-28.051817,127.139465,-11.25711,87.63016,-16.457558,90.87678,-7.6354303,78.98731,-12.788069,63.451366,-15.356443,81.95189,-13.739163,141.08138,-7.4004874,68.75154,-10.083455,70.441414,-13.290667,87.91442,blues
0.26217148,0.09905109,0.13590334,0.003225207,1537.0761619483683,341041.86864132056,2157.2970666776923,160985.27818027174,3602.40662612384,3714496.0696090115,0.04570244525812065,0.0006911724510794357,-6.194155e-07,0.01684513,2.8180639e-06,0.001755029,[184.5703125],-217.18364,3599.9531,105.78522,533.9498,15.602849,358.40976,25.24884,219.3241,-1.4500506,215.97493,30.19327,117.47158,-17.716623,223.58754,17.319042,126.524956,-27.213608,112.21846,4.3382826,177.22543,-20.0573,115.21863,-10.700285,70.82691,-14.228785,105.00271,-5.155776,83.000084,-3.4822617,101.279076,-6.1949677,66.54191,-15.323164,116.03489,-6.8316145,93.672966,-9.825101,90.79377,-13.942625,92.79743,blues
0.28827715,0.09654413,0.1732646,0.0033394534,1507.1579850499309,413919.5153460501,2096.930874279644,246926.39381158186,3405.5518484447507,4181763.713716291,0.04541997474381284,0.0005739812926893613,-7.1230954e-07,0.026486717,3.1843701e-06,0.0020961857,[129.19921875],-171.79478,1940.7294,120.28173,693.22235,15.331752,269.14954,21.094316,146.52971,-5.395446,175.62317,24.185547,119.225395,-24.130846,145.58354,18.545135,100.659134,-22.342926,139.44583,1.3107405,115.74168,-20.765268,68.06179,-4.9916906,81.389626,-17.108128,86.59743,-7.8740754,63.096027,-15.293677,43.64216,-9.3495865,49.47238,-8.917149,42.9336,-8.521505,57.17301,-14.332619,57.08482,-19.928352,48.656532,blues
